,Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
19065,8409500090,JENKINSON'S AQUARIUM,JENKINSON'S AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,300 OCEAN AVENUE,POINT PLEASANT BEACH,NJ,8742,300 OCEAN AVENUE,POINT PLEASANT BEACH,NJ,8742.0,7328991659,40.09421,-74.03687,2.0,29.0,34.0,2,,,,
19209,8403400740,NEW JERSEY ACADEMY FOR AQUATIC SCIENCES,THE CENTER FOR AQUATIC SCIENCES INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1 RIVERSIDE DR,CAMDEN,NJ,8103,,,,,,39.94336,-75.13026,1.0,7.0,34.0,2,521647018,201406.0,2890794.0,1788419.0
19311,8403400515,PRESERVE HISTORIC HACKETTSTOWN,PRESERVE HISTORIC HACKETTSTOWN INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,206 W MOORE ST,HACKETTSTOWN,NJ,7840,,,,,,40.85211,-74.83073,2.0,41.0,34.0,2,223817367,,,
19503,8409500007,ALBUQUERQUE BIOLOGICAL PARK,ALBUQUERQUE BIOLOGICAL PARK,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,903 10TH STREET SW,ALBUQUERQUE,NM,87102,903 10TH STREET SW,ALBUQUERQUE,NM,87102.0,5057646224,35.07827,-106.66304,1.0,1.0,35.0,5,,,,
19621,8403500155,KIDD CONNECTION,KIDD CONNECTION,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 2212,CORRALES,NM,87048,114 RICHARD RD,CORRALES,NM,87048.0,5058905254,35.25569,-106.60765,2.0,43.0,35.0,5,541853485,201312.0,0.0,0.0
19679,8403500108,NEW MEXICO BIO PARK SOCIETY,NEW MEXICO BIOPARK SOCIETY INC,NEW MEXICO BIO PARK SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,903 10TH ST SW,ALBUQUERQUE,NM,87102,,,,,5057646280,35.07827,-106.66304,1.0,1.0,35.0,5,237087964,201312.0,3848743.0,3581873.0
19947,8403200086,SAFARI LEARNING CENTER,SAFARI LEARNING CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,7850 S DEAN MARTIN DR,LAS VEGAS,NV,89139,,,,,7026500555,36.04712,-115.18348,2.0,3.0,32.0,6,330889632,201406.0,1.0,
19951,8409500188,SHARK REEF AQUARIUM AT MANDALAY BAY,SHARK REEF AQUARIUM AT MANDALAY BAY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3950 LAS VEGAS BLVD SOUTH,LAS VEGAS,NV,89119,3950 LAS VEGAS BLVD SOUTH,LAS VEGAS,NV,89119.0,7026324555,36.11031,-115.15999,4.0,3.0,32.0,6,,,,
20216,8403600545,BROOKLYN AQUARIUM,BROOKLYN AQUARIUM SOCIETY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2751 CONEY ISLAND AVE,BROOKLYN,NY,11235,1650 E 37TH ST BROOKLYN,BROOKLYN,NY,11235.0,7188374455,40.58343,-73.95435,1.0,47.0,36.0,2,112461838,201408.0,26217.0,26217.0
20314,8403602062,CENTRAL NEW YORK AQUARIUM SOCIETY,CENTRAL NEW YORK AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,923 WADSWORTH ST,SYRACUSE,NY,13208,148 SANDERS CREEK PKWY,SYRACUSE,NY,13208.0,,43.0724,-76.14939,1.0,,36.0,2,263632538,201408.0,0.0,0.0
20402,8403600566,COLD SPRING HARBOR FISH HATCHERY,FRIENDS OF THE COLD SPRING HARBOR FISH HATCHERY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1660 ROUTE 25A,COLD SPRING H,NY,11724,,,,,5166926768,40.86538,-73.46198,2.0,103.0,36.0,2,112563328,201312.0,446248.0,392074.0
20740,8403600457,GREATEST CITY AQUARIUM SOCIETY,GREATEST CITY AQUARIUM SOCIETY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,58 PLYMOUTH ROAD,GREAT NECK,NY,11023,,,,,,40.80051,-73.72477,2.0,59.0,36.0,2,20574476,201408.0,0.0,0.0
20949,8409400268,HUDSON RIVER NATIONAL ESTUARINE RESEARCH RESERVE,HUDSON RIVER NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,MARGARET NORRIE STATE PARK,STAATSBURG,NY,12580,,,,,,41.85131,-73.8834,4.0,,36.0,2,,,,
21108,8403600218,LENOIR PRESERVE,LENOIR PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,WESTCHESTER COUNTY DEPARTMENT OF PARKS 25 MOORE AVENUE,MT KISCO,NY,10549,19 DUDLEY STREET,YONKERS,NY,10549.0,9149685851,40.97794,-73.88298,2.0,119.0,36.0,2,,,,
21154,8403600617,LONG ISLAND AQAR AT BAYSHORE,LONG ISLAND AQAR AT BAYSHORE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,54 LAWRENCE LN,BAY SHORE,NY,11706,,,,,6316666811,40.71177,-73.25112,2.0,103.0,36.0,2,113166839,,,
21370,8403600541,NASSAU COUNTY AQUARIUM SOCIETY,NASSAU COUNTY AQUARIUM SOCIETY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 358,GLENWOODLANDING,NY,11547,PO BOX 358,GLENWOOD LANDING,NY,11547.0,5167986766,40.82845,-73.64222,2.0,59.0,36.0,2,800831931,201412.0,0.0,0.0
21430,8409500130,NEW YORK AQUARIUM,NEW YORK AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,SURF AVENUE AT WEST 8TH STREET,BROOKLYN,NY,11224,SURF AVENUE AT WEST 8TH STREET,BROOKLYN,NY,11224.0,7182653400,40.57715,-73.98584,1.0,,36.0,2,,,,
21476,8403601474,NIAGARA AQUARIUM,NIAGARA AQUARIUM FOUNDATION INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,701 WHIRLPOOL ST,NIAGARA FALLS,NY,14301,,,,,7162853575,43.09422,-79.06056,1.0,63.0,36.0,2,161448764,201409.0,2229112.0,1865585.0
21726,8403600646,RIVERHEAD FOUNDATION MARINE,RIVERHEAD FOUNDATION FOR MARINE RESEARCH AND PRESERVATION,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,467 E MAIN ST,RIVERHEAD,NY,11901,,,,,6313699840,40.91847,-72.65684,2.0,103.0,36.0,2,113343543,201312.0,1322337.0,1322337.0
21759,8409500164,ROOSEVELT WILD LIFE COLLECTIONS,ROOSEVELT WILD LIFE COLLECTIONS,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",STATE UNIVERSITY OF NEW YORK COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY,1 FORESTRY DRIVE,SYRACUSE,NY,13210,,,,,,43.03404,-76.13922,4.0,67.0,36.0,2,146013200,,,
21814,8403601651,SANDS POINT PRESERVE,FRIENDS OF THE SANDS POINT PRESERVE INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PRESERVE INC 800 PORT WASHINGTON BL,PORT WASHINGTON,NY,11050,127 MIDDLE NECK ROAD,PORT WASHINGTON,NY,11050.0,5165717900,40.85619,-73.70226,2.0,59.0,36.0,2,200294550,201312.0,1855718.0,1566917.0
22017,8403600064,THEODORE ROOSEVELT SANCTUARY,THEODORE ROOSEVELT SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,134 COVE RD,OYSTER BAY,NY,11771,,,,,5169223200,40.87212,-73.52507,2.0,59.0,36.0,2,,,,
22030,8403600034,TIFFT NATURE PRESERVE,TIFFT NATURE PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1200 FUHRMANN BLVD,BUFFALO,NY,14203,,,,,7168256397,42.84779,-78.85584,1.0,29.0,36.0,2,,,,
22170,8403600769,WESTMORELAND SANCTUARY,WESTMORELAND SANCTUARY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 86,MOUNT KISCO,NY,10549,260 CHESTNUT RIDGE RD,MOUNT KISCO,NY,10549.0,9146668448,41.18314,-73.6856,4.0,119.0,36.0,2,131855977,201403.0,1005491.0,
22184,8403600022,WILD WINGS,WILD WINGS INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,27 POND ROAD,HONEY FALLS,NY,14472,,,,,5853347790,43.02204,-77.57564,4.0,55.0,36.0,2,161491543,201408.0,83124.0,63721.0
22201,8403601738,WOLF MOUNTAIN NATURE CENTER,WOLF MOUNTAIN NATURE CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,562 HOPKINS CRANDALL ROAD,SMYRNA,NY,13464,,,,,,42.66083,-75.61495,4.0,17.0,36.0,2,205274163,201412.0,0.0,0.0
22240,8409500003,AFRICAN SAFARI WILDLIFE PARK,AFRICAN SAFARI WILDLIFE PARK,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,267 S LIGHTNER ROAD,PORT CLINTON,OH,43452,267 S LIGHTNER ROAD,PORT CLINTON,OH,43452.0,4197323606,41.51966,-82.85169,4.0,123.0,39.0,4,,,,
22471,8403901187,CLEVELAND AQUARIUM,CLEVELAND AQUARIUM INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3412 RIDGE PARK DR,BROADVIEW HTS,OH,44147,,,,,,41.33457,-81.66576,2.0,35.0,39.0,4,341911811,201312.0,4625.0,4625.0
22497,8403900710,COLUMBUS AQUARIUM,COLUMBUS AQUARIUM FISH ENTHUSIASTS,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1038 WILLOW CREK DR,PLAIN CITY,OH,43064,,,,,,40.1,-83.27393,3.0,97.0,39.0,4,311449593,,,
22590,8403900178,EDGE OF APPALACHIA PRESERVES,EDGE OF APPALACHIA PRESERVES,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,4274 WAGGONER RIFFLE RD,WEST UNION,OH,45693,,,,,9375442880,38.76721,-83.45887,4.0,1.0,39.0,4,,,,
22688,8409500072,GLEN HELEN NATURE PRESERVE,ANTIOCH UNIVERSITY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",ANTIOCH UNIVERSITY-MIDWEST,405 CORRY STREET,YELLOW SPRINGS,OH,45387,,,,,9377691902,39.80505,-83.90145,3.0,57.0,39.0,4,310536640,201306.0,88122292.0,68440551.0
22712,8403900688,GREATER CINCINNATI AQUARIUM SOCIETY,GREATER CINCINNATI AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 40477,CINCINNATI,OH,45240,,,,,,39.28698,-84.52812,2.0,61.0,39.0,4,311395297,201312.0,0.0,0.0
22715,8403900138,GREATER CLEVELAND AQUARIUM,GREATER CLEVELAND AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2000 SYCAMORE ST,CLEVELAND,OH,44113,,,,,2168628803,41.49657,-81.70532,1.0,35.0,39.0,4,,,,
22843,8403900610,INTERNATIONAL CENTER FOR THE PRESERVATION OF WILD ANIMALS,INTERNATIONAL CENTER FOR THE PRESERVATION OF WILD ANIMALS,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,14000 INTERNATIONAL ROAD,CUMBERLAND,OH,43732,,,,,3906585531,40.16385,-83.10565,2.0,41.0,39.0,4,311113570,201312.0,5362279.0,4752078.0
22908,8409500097,KRAUS PRESERVE,OHIO WESLEYAN UNIVERSITY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",OHIO WESLEYAN UNIVERSITY,61 S SANDUSKY ST,DELAWARE,OH,43015,,,,,7403682000,40.29709,-83.06782,2.0,41.0,39.0,4,314379585,201306.0,121088991.0,121059457.0
23021,8403900994,MEDINA COUNTY AQUARIUM SOCIETY,MEDINA COUNTY AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 1485,MEDINA,OH,44258,,,,,,41.1016,-82.12428,4.0,103.0,39.0,4,341397786,,,
23196,8403900623,OHIO WILDLIFE CENTER,OHIO WILDLIFE CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2661 BILLINGSLEY ROAD,POWELL,OH,43065,,,,,6147939453,40.17669,-83.1453,4.0,41.0,39.0,4,311182372,201312.0,897470.0,868793.0
23202,8409400529,OLD WOMAN CREEK NATIONAL ESTUARINE RESEARCH RESERVE,OLD WOMAN CREEK NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2514 CLEVELAND ROAD,HURON,OH,44839,,,,,,41.38276,-82.51483,4.0,43.0,39.0,4,,,,
23428,8409500208,THE WILDS,THE WILDS,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,14000 INTERNATIONAL ROAD,CUMBERLAND,OH,43732,14000 INTERNATIONAL ROAD,CUMBERLAND,OH,43732.0,7406385030,39.825,-81.74949,4.0,119.0,39.0,4,,,,
24417,8409500112,MARK O. HATFIELD MARINE SCIENCE CENTER AQUARIUM NEWPORT,MARK O. HATFIELD MARINE SCIENCE CENTER AQUARIUM NEWPORT,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",OREGON STATE UNIVERSITY,2030 SOUTHEAST MARINE SCIENCE DRIVE,NEWPORT,OR,97365,,,,,5418670100,44.62343,-124.04691,3.0,41.0,41.0,6,481278540,,,
24480,8404100406,OREGON COAST AQUARIUM,OREGON COAST AQUARIUM INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2820 SE FENY SLIP ROAD,NEWPORT,OR,97365,,,,,,44.61825,-124.05239,3.0,41.0,41.0,6,930877807,201409.0,8293246.0,8121897.0
24592,8409400620,SOUTH SLOUGH NATIONAL ESTUARINE RESEARCH RESERVE,SOUTH SLOUGH NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,61907 SEVEN DEVILS RD,COOS BAY,OR,97420,,,,,,43.36387,-124.22586,4.0,,41.0,6,,,,
24669,8409500225,WILDLIFE SAFARI,WILDLIFE SAFARI,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1790 SAFARI ROAD,WINSTON,OR,97496,1790 SAFARI ROAD,WINSTON,OR,97496.0,5416796761,43.11461,-123.41802,4.0,19.0,41.0,6,,,,
24840,8404200277,BOWMAN'S HILL WILDFLOWER PRESERVE,BOWMAN'S HILL WILDFLOWER PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1635 RIVER ROAD,NEW HOPE,PA,18938,,,,,2158622924,40.33368,-74.94037,4.0,17.0,42.0,2,,,,
24870,8404200679,BUCKS COUNTY AQUARIUM SOCIETY,BUCKS COUNTY AQUARIUM SOCIETY LTD,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 130,CARVERSVILLE,PA,18913,THE CHURCHVILLE NATURE CENTER 501 CHURCHVILLE LANE,CHURCHVILLE,PA,18913.0,,40.38086,-75.04868,4.0,,42.0,2,232583430,201412.0,0.0,0.0
24963,8409500049,CLYDE PEELING'S REPTILAND,CLYDE PEELING'S REPTILAND,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,18628 US ROUTE 15,ALLENWOOD,PA,17810,18628 US ROUTE 15,ALLENWOOD,PA,17810.0,5705381869,41.13275,-76.91383,4.0,119.0,42.0,2,,,,
25212,8404200789,GENESIS WILDLIFE CENTER,GENESIS WILDLIFE CENTER INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,4121 ROMEO RD,TOBYHANNA,PA,18466,,,,,5703484137,41.20144,-75.37009,3.0,,42.0,2,232868001,201312.0,0.0,0.0
25287,8404200465,HAWK MOUNTAIN SANCTUARY ASSOCIATION,HAWK MOUNTAIN SANCTUARY ASSOCIATION,HAWK MOUNTAIN SANCTUARY ASSOCIATION,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1700 HAWK MOUNTAIN RD,KEMPTON,PA,19529,,,,,6107566961,40.64039,-75.9763,4.0,11.0,42.0,2,231392700,201403.0,3617084.0,3314392.0
25416,8404200167,INSECTARIUM,INSECTARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,8046 FRANKFORD AVE,PHILADELPHIA,PA,19136,,,,,2153359500,40.04221,-75.02717,1.0,101.0,42.0,2,,,,
25721,8404201376,NATIONAL AVIARY IN PITTSBURGH,NATIONAL AVIARY IN PITTSBURGH,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,ALLEGHENY COMMONS WEST,PITTSBURGH,PA,15212,700 ARCH ST,PITTSBURGH,PA,15212.0,4123237235,40.45247,-80.00808,1.0,3.0,42.0,2,251899385,,,
25772,8404200367,NORTH CENTRAL PENNSYLVANIA AQUARIUM REEF SOCIETY,NORTH CENTRAL PENNSYLVANIA AQUARIUM REEF SOCIETY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1110 WALNUT STREET,WILLIAMSPORT,PA,17701,,,,,,41.25009,-77.0147,1.0,81.0,42.0,2,204283890,201408.0,0.0,0.0
26188,8404200049,TREXLER GAME PRESERVE,HARRY C TREXLER TRUST FUND GAME PRESERVE MAINTENANCE FUND,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,5150 GAME PRESERVE ROAD,SCHNECKSVILLE,PA,18078,,,,,6107994171,40.60337,-75.47164,1.0,77.0,42.0,2,236405492,201403.0,8450.0,8450.0
26298,8404200351,WILD WOODS ANIMAL PARK,WILD WOODS ANIMAL PARK,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,12 WILD WOODS LN,CLARENDON,PA,16313,,,,,,41.68385,-79.12484,4.0,123.0,42.0,2,202388728,201412.0,0.0,0.0
26443,8404400013,NEWPORT EXPLORATION CENTER AQUARIUM,NEWPORT EXPLORATION CENTER AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,175 MEMORIAL BLVD,NEWPORT,RI,2840,,,,,4018498430,41.48493,-71.29815,2.0,5.0,44.0,1,,,,
26446,8404400185,OCEANS AQUARIUM RESEARCH & SCIENCE CENTER,OCEANS AQUARIUM RESEARCH & SCIENCE CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1260 MAIN ST,COVENTRY,RI,2816,,,,,,41.69122,-71.56999,2.0,3.0,44.0,1,272586266,201412.0,0.0,0.0
26458,8404400118,PRESERVE HISTORIC SAINT MARYS,PRESERVE HISTORIC SAINT MARYS INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,12 WILLIAM ST,NEWPORT,RI,2840,,,,,4018470475,41.48362,-71.31115,2.0,5.0,44.0,1,50516181,201312.0,19678.0,19678.0
26526,8409400022,ACE BASIN NATIONAL ESTUARINE RESEARCH RESERVE,ACE BASIN NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,GREEN POND,SC,29446,,,,,,,,,,45.0,3,,,,
26607,8404500103,COLUMBIA MARINE AQUARIUM CLUB,COLUMBIA MARINE AQUARIUM CLUB,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,101 LANDER DR,WEST COLUMBIA,SC,29169,,,,,,34.00272,-81.14641,2.0,63.0,45.0,3,200804843,201312.0,0.0,0.0
26703,8404500167,HOLLYWILD ANIMAL PARK,HOLLYWILD ANIMAL PARK INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2325 HAMPTON RD,WELLFORD,SC,29385,2325 HAMPTON RD,WELLFORD,SC,29385.0,8644722038,35.02531,-82.14155,4.0,83.0,45.0,3,311633140,201210.0,921978.0,920392.0
26777,8409400517,NORTH INLET-WINYAH BAY NATIONAL ESTUARINE RESEARCH RESERVE,NORTH INLET-WINYAH BAY NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,,NORTH INLET,SC,29440,,,,,,,,,,45.0,3,,,,
26816,8409500157,RIPLEY'S AQUARIUM,RIPLEY'S AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1110 CELEBRITY CIRCLE,MYRTLE BEACH,SC,29577,1110 CELEBRITY CIRCLE,MYRTLE BEACH,SC,29577.0,8439160888,33.71618,-78.88591,1.0,51.0,45.0,3,,,,
26835,8404500301,SEA PINES FOREST PRESERVE FOUNDATION,SEA PINES FOREST PRESERVE FOUNDATION,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,175 GREENWOOD DR,HILTON HEAD,SC,29928,,,,,8438421979,32.14562,-80.7849,1.0,13.0,45.0,3,570985915,201312.0,156273.0,141877.0
26844,8404500291,SOUTH CAROLINA AQUARIUM,SOUTH CAROLINA AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,100 AQUARIUM WHARF,CHARLESTON,SC,29401,,,,,8435773474,32.79578,-79.94594,1.0,19.0,45.0,3,570961897,201403.0,9259445.0,8534145.0
26856,8404500314,SOUTH CAROLINA LAW ENFORCEMENT OFFICERS' ASSOCIATION,THE SOUTH CAROLINA WILDLIFE LAW ENFORCEMENT OFFICERS ASSOC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 1424,COLUMBIA,SC,29202,,,,,,34.00607,-81.03767,1.0,79.0,45.0,3,571014222,201412.0,0.0,0.0
27072,8404600129,PRESERVE SOUTH DAKOTA,PRESERVE SOUTH DAKOTA,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 267,PIERRE,SD,57301,,,,,,43.71349,-98.01393,3.0,35.0,46.0,5,460347979,201212.0,0.0,0.0
27076,8404600059,QUIVER HILL WILDLIFE HISTORIC PRESERVATION SOCIETY,QUIVER HILL WILDLIFE HISTORIC PRESERVATION SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 232 - 22752 SD HWY 44,WANBLEE,SD,57577,,,,,,43.47304,-101.72301,4.0,71.0,46.0,5,205463991,,,
27101,8404600092,SOUTH DAKOTA DISCOVERY CENTER,SOUTH DAKOTA DISCOVERY CENTER,SOUTH DAKOTA DISCOVERY CENTER AND AQUARIUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,805 W SIOUX AVE,PIERRE,SD,57501,,,,,6052248295,44.37185,-100.36295,3.0,65.0,46.0,5,363599183,201312.0,637825.0,610733.0
27565,8409500158,RIPLEY'S AQUARIUM OF THE SMOKIES,RIPLEY'S AQUARIUM OF THE SMOKIES,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,88 RIVER RD,GATLINBURG,TN,37738,88 RIVER RD,GATLINBURG,TN,37738.0,8654308808,35.71282,-83.51481,4.0,155.0,47.0,3,,,,
27624,8404700318,TENNESSEE AQUARIUM,TENNESSEE AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 11048,CHATTANOOGA,TN,37401,1 BROAD ST,CHATTANOOGA,TN,37401.0,4232650695,35.05586,-85.311,1.0,65.0,47.0,3,581837154,201312.0,24102131.0,20631557.0
27771,8409500009,AQUARIUM & RAINFOREST AT MOODY GARDENS,AQUARIUM & RAINFOREST AT MOODY GARDENS INC.,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1 HOPE BLVD,GALVESTON,TX,77554,1 HOPE BLVD,GALVESTON,TX,77554.0,8005824673,29.28751,-94.85554,4.0,167.0,48.0,5,,,,
27772,8404800626,AQUARIUM AT ROCKPORT HARBOR,AQUARIUM AT ROCKPORT HARBOR INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,706 NAVIGATION CIRCLE,ROCKPORT,TX,78382,,,,,3617270016,28.02462,-97.05056,3.0,7.0,48.0,5,260671367,201312.0,138940.0,103537.0
28098,8404800421,DALLAS FORT WORTH MARINE AQUARIUM SOCIETY,DALLAS FORT WORTH MARINE AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1512 CRESTRIDGE DR,CLEBURNE,TX,76033,,,,,,32.62463,-97.05902,2.0,113.0,48.0,5,43588455,201406.0,21949.0,13040.0
28106,8404800810,DALLAS MARINE AQUARIUM SOCIETY,DALLAS MARINE AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 851912,MESQUITE,TX,75185,4760 PRESTON RD STE 244-311,FRISCO,TX,75185.0,,33.12032,-96.80535,2.0,85.0,48.0,5,352351789,,,
28115,8409500202,DALLAS WORLD AQUARIUM,THE DALLAS WORLD AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1801 N GRIFFIN STREET,DALLAS,TX,75202,1801 N GRIFFIN STREET,DALLAS,TX,75202.0,2147202224,32.78322,-96.80478,1.0,113.0,48.0,5,,,,
28116,8404801812,DALLAS WORLD AQUARIUM CORP,DALLAS WORLD AQUARIUM CORP,DALLAS WORLD AQUARIUM CORP,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1801 N GRIFFIN ST,DALLAS,TX,75202,,,,,2147202224,32.78322,-96.80478,1.0,113.0,48.0,5,752942601,,,
28229,8404801828,ELM FORK NATURE PRESERVE,ELM FORK NATURE PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1330 E ROSEMEADE PARKWAY,CARROLLTON,TX,75006,,,,,9724669813,33.01007,-96.90601,1.0,121.0,48.0,5,756000478,,,
28254,8404801104,FEDERATION OF TEXAS AQUARIUM SOCIETIES,FEDERATION OF TEXAS AQUARIUM SOCIETIES INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3502 CARTER CREEK PKWY,BRYAN,TX,77802,,,,,9798463226,30.64486,-96.34329,1.0,41.0,48.0,5,742168021,,,
28265,8409400177,FLOWER GARDEN BANKS NATIONAL MARINE SANCTUARY,FLOWER GARDEN BANKS NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,"4700 AVENUE U, BUILDING 216",GALVESTON,TX,77551,,,,,4096215151,29.27632,-94.81386,3.0,167.0,48.0,5,,,,
28397,8404800436,GREATER HOUSTON AQUARIUM CLUB,GREATER HOUSTON AQUARIUM CLUB,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1709 BRUN ST,HOUSTON,TX,77019,,,,,,29.7506,-95.40879,1.0,201.0,48.0,5,113837103,,,
28524,8409500081,HOUSTON AQUARIUM,HOUSTON AQUARIUM INC.,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,410 BAGBY STREET,HOUSTON,TX,77002,410 BAGBY STREET,HOUSTON,TX,77002.0,7133155000,29.76457,-95.36671,1.0,201.0,48.0,5,,,,
28738,8404801820,MARINE AQUARIUM & REEF SOCIETY OF HOUSTON,MARINE AQUARIUM & REEF SOCIETY OF HOUSTON INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,223 DARBY TRAILS DRIVE,SUGAR LAND,TX,77479,,,,,,29.5971,-95.68854,2.0,157.0,48.0,5,752981833,201412.0,0.0,0.0
